Id,Season,City,Date,Team1,Team2,Toss_Winner,Toss_Decision,Result,DL_Applied,Winner,Win_By_Runs,Win_By_Wickets,Player_Of_Match,Venue,Umpire1,Umpire2,Umpire3
1019973,2016/17,Christchurch,26-12-16,New Zealand,Bangladesh,New Zealand,Bat,Normal,No,New Zealand,77,0,TWM Latham,Hagley Oval,WR Knights,C Shamshuddin,PR Reiffel
1019975,2016/17,Nelson,29-12-16,New Zealand,Bangladesh,Bangladesh,Field,Normal,No,New Zealand,67,0,NT Broom,Saxton Oval,CM Brown,PR Reiffel,C Shamshuddin
1019977,2016/17,Nelson,31-12-16,New Zealand,Bangladesh,Bangladesh,Bat,Normal,No,New Zealand,0,8,KS Williamson,Saxton Oval,CM Brown,C Shamshuddin,PR Reiffel
1020013,2016/17,Auckland,30-01-17,New Zealand,Australia,Australia,Field,Normal,No,New Zealand,6,0,MP Stoinis,Eden Park,WR Knights,RSA Palliyaguruge,HDPK Dharmasena
1020017,2016/17,Hamilton,05-02-17,New Zealand,Australia,New Zealand,Bat,Normal,No,New Zealand,24,0,TA Boult,Seddon Park,CM Brown,RSA Palliyaguruge,HDPK Dharmasena
1020031,2016/17,Hamilton,19-02-17,New Zealand,South Africa,South Africa,Field,Normal,No,South Africa,0,4,Q de Kock,Seddon Park,WR Knights,JS Wilson,PR Reiffel
1020033,2016/17,Christchurch,22-02-17,New Zealand,South Africa,South Africa,Field,Normal,No,New Zealand,6,0,LRPL Taylor,Hagley Oval,CM Brown,PR Reiffel,JS Wilson
1020035,2016/17,Wellington,25-02-17,New Zealand,South Africa,South Africa,Bat,Normal,No,South Africa,159,0,AB de Villiers,Westpac Stadium,CM Brown,JS Wilson,PR Reiffel
1020037,2016/17,Hamilton,01-03-17,New Zealand,South Africa,South Africa,Bat,Normal,No,New Zealand,0,7,MJ Guptill,Seddon Park,WR Knights,PR Reiffel,JS Wilson
1020039,2016/17,Auckland,04-03-17,New Zealand,South Africa,South Africa,Field,Normal,No,South Africa,0,6,K Rabada,Eden Park,CM Brown,JS Wilson,PR Reiffel
1022347,2017,London,01-06-17,England,Bangladesh,England,Field,Normal,No,England,0,8,JE Root,Kennington Oval,S Ravi,RJ Tucker,BNJ Oxenford
1022349,2017,Birmingham,02-06-17,Australia,New Zealand,New Zealand,Bat,Normal,No,NA,0,0,NA,Edgbaston,RK Illingworth,RA Kettleborough,NJ Llong
1022351,2017,London,03-06-17,South Africa,Sri Lanka,Sri Lanka,Field,Normal,No,South Africa,96,0,Imran Tahir,Kennington Oval,Aleem Dar,IJ Gould,PR Reiffel
1022353,2017,Birmingham,04-06-17,India,Pakistan,Pakistan,Field,D/L,Yes,India,124,0,Yuvraj Singh,Edgbaston,HDPK Dharmasena,M Erasmus,RA Kettleborough
1022355,2017,London,05-06-17,Australia,Bangladesh,Bangladesh,Bat,Normal,No,NA,0,0,NA,Kennington Oval,CB Gaffaney,NJ Llong,IJ Gould
1022357,2017,Cardiff,06-06-17,England,New Zealand,New Zealand,Field,Normal,No,England,87,0,JT Ball,Sophia Gardens,BNJ Oxenford,PR Reiffel,RJ Tucker
1022359,2017,Birmingham,07-06-17,Pakistan,South Africa,South Africa,Bat,D/L,Yes,Pakistan,19,0,Hasan Ali,Edgbaston,RK Illingworth,S Ravi,HDPK Dharmasena
1022361,2017,London,08-06-17,India,Sri Lanka,Sri Lanka,Field,Normal,No,Sri Lanka,0,7,BKG Mendis,Kennington Oval,RA Kettleborough,RJ Tucker,M Erasmus
1022363,2017,Cardiff,09-06-17,Bangladesh,New Zealand,New Zealand,Bat,Normal,No,Bangladesh,0,5,Shakib Al Hasan,Sophia Gardens,IJ Gould,NJ Llong,Aleem Dar
1022365,2017,Birmingham,10-06-17,England,Australia,England,Field,D/L,Yes,England,40,0,BA Stokes,Edgbaston,HDPK Dharmasena,CB Gaffaney,S Ravi
1022367,2017,London,11-06-17,India,South Africa,India,Field,Normal,No,India,0,8,JJ Bumrah,Kennington Oval,Aleem Dar,PR Reiffel,RK Illingworth
1022369,2017,Cardiff,12-06-17,Pakistan,Sri Lanka,Pakistan,Field,Normal,No,Pakistan,0,3,Sarfraz Ahmed,Sophia Gardens,M Erasmus,BNJ Oxenford,CB Gaffaney
1022371,2017,Cardiff,14-06-17,England,Pakistan,Pakistan,Field,Normal,No,Pakistan,0,8,Hasan Ali,Sophia Gardens,M Erasmus,RJ Tucker,CB Gaffaney
1022373,2017,Birmingham,15-06-17,Bangladesh,India,India,Field,Normal,No,India,0,9,RG Sharma,Edgbaston,HDPK Dharmasena,RA Kettleborough,NJ Llong
1022375,2017,London,18-06-17,India,Pakistan,India,Field,Normal,No,Pakistan,180,0,Fakhar Zaman,Kennington Oval,M Erasmus,RA Kettleborough,RJ Tucker
1026847,2016/17,Hong Kong,04-11-16,Hong Kong,Papua New Guinea,Hong Kong,Bat,Normal,No,Hong Kong,106,0,Babar Hayat,Mission Road Ground,Sharfuddoula,Tabarak Dar,NA
1026849,2016/17,Hong Kong,06-11-16,Hong Kong,Papua New Guinea,Papua New Guinea,Bat,Normal,No,Papua New Guinea,14,0,CA Soper,Mission Road Ground,Sharfuddoula,Tabarak Dar,NA
1026851,2016/17,Hong Kong,08-11-16,Hong Kong,Papua New Guinea,Papua New Guinea,Bat,D/L,Yes,Hong Kong,0,7,Anshuman Rath,Mission Road Ground,Sharfuddoula,IA Thomson,NA
1027315,2016/17,Antigua,03-03-17,West Indies,England,West Indies,Field,Normal,No,England,45,0,EJG Morgan,Sir Vivian Richards Stadium,GO Brathwaite,RSA Palliyaguruge,CB Gaffaney
1027317,2016/17,Antigua,05-03-17,West Indies,England,West Indies,Bat,Normal,No,England,0,4,JE Root,Sir Vivian Richards Stadium,N Duguid,CB Gaffaney,RSA Palliyaguruge
1027319,2016/17,Barbados,09-03-17,West Indies,England,West Indies,Field,Normal,No,England,186,0,AD Hales,Kensington Oval,GO Brathwaite,RSA Palliyaguruge,CB Gaffaney
1029001,2017,Bristol,05-05-17,England,Ireland,Ireland,Bat,Normal,No,England,0,7,AU Rashid,County Ground,Aleem Dar,RJ Bailey,PR Reiffel
1029003,2017,London,07-05-17,England,Ireland,Ireland,Field,Normal,No,England,85,0,JE Root,Lord's,PR Reiffel,RT Robinson,Aleem Dar
1029819,2016/17,Mirpur,07-10-16,Bangladesh,England,England,Bat,Normal,No,England,21,0,JT Ball,Shere Bangla National Stadium,M Erasmus,Sharfuddoula,Aleem Dar
1029821,2016/17,Mirpur,09-10-16,Bangladesh,England,England,Field,Normal,No,Bangladesh,34,0,Mashrafe Mortaza,Shere Bangla National Stadium,Aleem Dar,Sharfuddoula,M Erasmus
1029823,2016/17,Chittagong,12-10-16,Bangladesh,England,England,Field,Normal,No,England,0,4,AU Rashid,Zahur Ahmed Chowdhury Stadium,Anisur Rahman,M Erasmus,Aleem Dar
1030219,2016/17,Dharmasala,16-10-16,India,New Zealand,India,Field,Normal,No,India,0,6,HH Pandya,Himachal Pradesh Cricket Association Stadium,BNJ Oxenford,C Shamshuddin,AK Chaudhary
1030221,2016/17,Delhi,20-10-16,India,New Zealand,India,Field,Normal,No,New Zealand,6,0,KS Williamson,Feroz Shah Kotla,AK Chaudhary,BNJ Oxenford,C Shamshuddin
1030223,2016/17,Chandigarh,23-10-16,India,New Zealand,India,Field,Normal,No,India,0,7,V Kohli,Punjab Cricket Association Stadium,BNJ Oxenford,C Shamshuddin,AK Chaudhary
1030225,2016/17,Ranchi,26-10-16,India,New Zealand,New Zealand,Bat,Normal,No,New Zealand,19,0,MJ Guptill,JSCA International Stadium Complex,AK Chaudhary,BNJ Oxenford,CK Nandan
1030227,2016/17,Visakhapatnam,29-10-16,India,New Zealand,India,Bat,Normal,No,India,190,0,A Mishra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CK Nandan,BNJ Oxenford,C Shamshuddin
1031425,2017,Leeds,24-05-17,England,South Africa,South Africa,Field,Normal,No,England,72,0,MM Ali,Headingley,RT Robinson,RJ Tucker,CB Gaffaney
1031427,2017,Southampton,27-05-17,England,South Africa,South Africa,Field,Normal,No,England,2,0,BA Stokes,The Rose Bowl,RJ Bailey,CB Gaffaney,RJ Tucker
1031429,2017,London,29-05-17,England,South Africa,South Africa,Field,Normal,No,South Africa,0,7,K Rabada,Lord's,MA Gough,RJ Tucker,CB Gaffaney
1031667,2017,Manchester,19-09-17,West Indies,England,West Indies,Bat,Normal,No,England,0,7,JM Bairstow,Old Trafford,RT Robinson,SD Fry,RJ Tucker
1031669,2017,Nottingham,21-09-17,England,West Indies,West Indies,Field,Normal,No,NA,0,0,NA,Trent Bridge,RJ Tucker,RJ Bailey,SD Fry
1031671,2017,Bristol,24-09-17,England,West Indies,West Indies,Field,Normal,No,England,124,0,MM Ali,County Ground,MA Gough,SD Fry,RJ Tucker
1031673,2017,London,27-09-17,West Indies,England,England,Field,D/L,Yes,England,6,0,E Lewis,Kennington Oval,RJ Tucker,RJ Bailey,SD Fry
1031675,2017,Southampton,29-09-17,West Indies,England,England,Field,Normal,No,England,0,9,JM Bairstow,The Rose Bowl,MA Gough,SD Fry,RJ Tucker
1033361,2017,Dublin,12-05-17,Ireland,Bangladesh,Ireland,Field,Normal,No,NA,0,0,NA,Malahide,IJ Gould,M Hawthorne,NJ Llong
1033363,2017,Dublin,14-05-17,Ireland,New Zealand,Ireland,Field,Normal,No,New Zealand,51,0,MJ Santner,Malahide,M Hawthorne,NJ Llong,IJ Gould
1033365,2017,Dublin,17-05-17,Bangladesh,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,4,JDS Neesham,Clontarf Cricket Club Ground,IJ Gould,AJ Neill,NJ Llong
1033367,2017,Dublin,19-05-17,Ireland,Bangladesh,Bangladesh,Field,Normal,No,Bangladesh,0,8,Mustafizur Rahman,Malahide,R Black,RSA Palliyaguruge,JS Wilson
1033369,2017,Dublin,21-05-17,Ireland,New Zealand,Ireland,Field,Normal,No,New Zealand,190,0,TWM Latham,Malahide,AJ Neill,JS Wilson,RSA Palliyaguruge
1033371,2017,Dublin,24-05-17,Bangladesh,New Zealand,Bangladesh,Field,Normal,No,Bangladesh,0,5,Mushfiqur Rahim,Clontarf Cricket Club Ground,R Black,RSA Palliyaguruge,JS Wilson
1034819,2016/17,Pune,15-01-17,India,England,India,Field,Normal,No,India,0,3,KM Jadhav,Maharashtra Cricket Association Stadium,HDPK Dharmasena,CK Nandan,RSA Palliyaguruge
1034821,2016/17,Cuttack,19-01-17,India,England,England,Field,Normal,No,India,15,0,Yuvraj Singh,Barabati Stadium,AK Chaudhary,RSA Palliyaguruge,HDPK Dharmasena
1034823,2016/17,Kolkata,22-01-17,India,England,India,Field,Normal,No,England,5,0,BA Stokes,Eden Gardens,AK Chaudhary,HDPK Dharmasena,RSA Palliyaguruge
1040491,2016/17,Greater Noida,15-03-17,Afghanistan,Ireland,Afghanistan,Bat,Normal,No,Afghanistan,30,0,WTS Porterfield,Greater Noida Sports Complex Ground,Ahmed Shah Pakteen,Nitin Menon,AK Chaudhary
1040493,2016/17,Greater Noida,17-03-17,Afghanistan,Ireland,Afghanistan,Bat,Normal,No,Afghanistan,34,0,PR Stirling,Greater Noida Sports Complex Ground,Ahmed Shah Durrani,AK Chaudhary,Nitin Menon
1040495,2016/17,Greater Noida,19-03-17,Afghanistan,Ireland,Afghanistan,Bat,Normal,No,Ireland,0,6,PR Stirling,Greater Noida Sports Complex Ground,Ahmed Shah Pakteen,Nitin Menon,AK Chaudhary
1040497,2016/17,Greater Noida,22-03-17,Afghanistan,Ireland,Afghanistan,Bat,Normal,No,Ireland,0,3,KJ O'Brien,Greater Noida Sports Complex Ground,Ahmed Shah Durrani,AK Chaudhary,Nitin Menon
1040499,2016/17,Greater Noida,24-03-17,Afghanistan,Ireland,Ireland,Bat,Normal,No,Afghanistan,0,7,Rahmat Shah,Greater Noida Sports Complex Ground,Ahmed Shah Pakteen,Nitin Menon,AK Chaudhary
1050223,2016/17,NA,30-09-16,Pakistan,West Indies,West Indies,Field,D/L,Yes,Pakistan,111,0,Babar Azam,Sharjah Cricket Stadium,Ahsan Raza,RSA Palliyaguruge,S Ravi
1050225,2016/17,NA,02-10-16,Pakistan,West Indies,Pakistan,Bat,Normal,No,Pakistan,59,0,Babar Azam,Sharjah Cricket Stadium,S Ravi,Shozab Raza,RSA Palliyaguruge
1050227,2016/17,Abu Dhabi,05-10-16,Pakistan,West Indies,Pakistan,Bat,Normal,No,Pakistan,136,0,Babar Azam,Sheikh Zayed Stadium,Ahsan Raza,RSA Palliyaguruge,S Ravi
1051297,2016/17,Mirpur,25-09-16,Bangladesh,Afghanistan,Bangladesh,Bat,Normal,No,Bangladesh,7,0,Shakib Al Hasan,Shere Bangla National Stadium,C Shamshuddin,Sharfuddoula,Anisur Rahman
1051299,2016/17,Mirpur,28-09-16,Bangladesh,Afghanistan,Afghanistan,Field,Normal,No,Afghanistan,0,2,Mohammad Nabi,Shere Bangla National Stadium,Anisur Rahman,C Shamshuddin,Masudur Rahman
1051301,2016/17,Mirpur,01-10-16,Bangladesh,Afghanistan,Bangladesh,Bat,Normal,No,Bangladesh,141,0,Tamim Iqbal,Shere Bangla National Stadium,C Shamshuddin,Sharfuddoula,Masudur Rahman
1059710,2016/17,NA,14-11-16,Zimbabwe,Sri Lanka,Sri Lanka,Field,Normal,No,Sri Lanka,0,8,DM de Silva,Harare Sports Club,C Shamshuddin,RB Tiffin,M Erasmus
1059711,2016/17,NA,16-11-16,Sri Lanka,West Indies,Sri Lanka,Field,Normal,No,West Indies,62,0,JO Holder,Harare Sports Club,M Erasmus,RB Tiffin,C Shamshuddin
1059712,2016/17,Bulawayo,19-11-16,Zimbabwe,West Indies,Zimbabwe,Bat,Normal,No,NA,0,0,SD Hope,Queens Sports Club,C Shamshuddin,RB Tiffin,MA Gough
1059713,2016/17,Bulawayo,21-11-16,Zimbabwe,Sri Lanka,Zimbabwe,Bat,Normal,No,NA,0,0,NA,Queens Sports Club,MA Gough,L Rusere,RK Illingworth
1059714,2016/17,Bulawayo,23-11-16,Sri Lanka,West Indies,West Indies,Field,Normal,No,Sri Lanka,1,0,BKG Mendis,Queens Sports Club,RK Illingworth,TJ Matibiri,MA Gough
1059715,2016/17,Bulawayo,25-11-16,Zimbabwe,West Indies,Zimbabwe,Bat,D/L,Yes,Zimbabwe,5,0,TS Chisoro,Queens Sports Club,MA Gough,TJ Matibiri,RK Illingworth
1059716,2016/17,Bulawayo,27-11-16,Zimbabwe,Sri Lanka,Zimbabwe,Bat,Normal,No,Sri Lanka,0,6,BKG Mendis,Queens Sports Club,RK Illingworth,TJ Matibiri,MA Gough
1068737,2017,Abu Dhabi,02-04-17,United Arab Emirates,Papua New Guinea,Papua New Guinea,Bat,Normal,No,Papua New Guinea,26,0,NA,Sheikh Zayed Stadium,Akbar Ali,Shozab Raza,NA
1072310,2017/18,NA,14-01-18,Australia,England,England,Field,Normal,No,England,0,5,JJ Roy,Melbourne Cricket Ground,CB Gaffaney,SD Fry,HDPK Dharmasena
1072311,2017/18,Brisbane,19-01-18,Australia,England,Australia,Bat,Normal,No,England,0,4,JE Root,Brisbane Cricket Ground,HDPK Dharmasena,SJ Nogajski,CB Gaffaney
1072312,2017/18,NA,21-01-18,England,Australia,Australia,Field,Normal,No,England,16,0,JC Buttler,Sydney Cricket Ground,CB Gaffaney,SD Fry,HDPK Dharmasena
1072313,2017/18,NA,26-01-18,England,Australia,Australia,Field,Normal,No,Australia,0,3,PJ Cummins,Adelaide Oval,HDPK Dharmasena,SJ Nogajski,CB Gaffaney
1072314,2017/18,NA,28-01-18,England,Australia,Australia,Field,Normal,No,England,12,0,TK Curran,Perth Stadium,CB Gaffaney,SD Fry,HDPK Dharmasena
1075504,2017/18,Kimberley,15-10-17,Bangladesh,South Africa,Bangladesh,Bat,Normal,No,South Africa,0,10,Q de Kock,Diamond Oval,Aleem Dar,BP Jele,RSA Palliyaguruge
1075505,2017/18,Paarl,18-10-17,South Africa,Bangladesh,Bangladesh,Field,Normal,No,South Africa,104,0,AB de Villiers,Boland Park,AT Holdstock,RSA Palliyaguruge,Aleem Dar
1075506,2017/18,East London,22-10-17,South Africa,Bangladesh,South Africa,Bat,Normal,No,South Africa,200,0,F du Plessis,Buffalo Park,Aleem Dar,S George,RSA Palliyaguruge
1077949,2017,Guyana,07-04-17,West Indies,Pakistan,West Indies,Field,Normal,No,West Indies,0,4,JN Mohammed,Providence Stadium,SD Fry,JS Wilson,IJ Gould
1077950,2017,Guyana,09-04-17,West Indies,Pakistan,West Indies,Field,Normal,No,Pakistan,74,0,Babar Azam,Providence Stadium,GO Brathwaite,IJ Gould,SD Fry
1077951,2017,Guyana,11-04-17,West Indies,Pakistan,West Indies,Bat,Normal,No,Pakistan,0,6,Shoaib Malik,Providence Stadium,SD Fry,JS Wilson,IJ Gould
1078659,2016/17,Abu Dhabi,22-01-17,Hong Kong,Scotland,Hong Kong,Field,Normal,No,Hong Kong,0,7,Babar Hayat,Sheikh Zayed Stadium,Akbar Ali,Iftikhar Ali,NA
1078660,2016/17,NA,24-01-17,United Arab Emirates,Scotland,Scotland,Bat,Normal,No,United Arab Emirates,0,4,Adnan Mufti,Dubai International Cricket Stadium,Akbar Ali,Tabarak Dar,NA
1078661,2016/17,NA,26-01-17,United Arab Emirates,Hong Kong,United Arab Emirates,Field,Normal,No,United Arab Emirates,0,6,Imran Haider,Dubai International Cricket Stadium,AJT Dowdalls,Iftikhar Ali,NA
1079246,2016/17,NA,16-02-17,Zimbabwe,Afghanistan,Afghanistan,Bat,D/L,Yes,Afghanistan,12,0,Asghar Stanikzai,Harare Sports Club,S George,RB Tiffin,L Rusere
1079247,2016/17,NA,19-02-17,Zimbabwe,Afghanistan,Afghanistan,Bat,Normal,No,Afghanistan,54,0,Rashid Khan,Harare Sports Club,S George,RB Tiffin,L Rusere
1079248,2016/17,NA,21-02-17,Zimbabwe,Afghanistan,Zimbabwe,Bat,Normal,No,Zimbabwe,3,0,SC Williams,Harare Sports Club,S George,L Rusere,TJ Matibiri
1079249,2016/17,NA,24-02-17,Zimbabwe,Afghanistan,Afghanistan,Bat,D/L,Yes,Zimbabwe,0,7,CB Mpofu,Harare Sports Club,S George,TJ Matibiri,L Rusere
1079250,2016/17,NA,26-02-17,Zimbabwe,Afghanistan,Afghanistan,Bat,D/L,Yes,Afghanistan,106,0,Rahmat Shah,Harare Sports Club,S George,TJ Matibiri,L Rusere
1080630,2016/17,Dubai,02-03-17,United Arab Emirates,Ireland,United Arab Emirates,Field,Normal,No,Ireland,85,0,WTS Porterfield,ICC Global Cricket Academy,Ahsan Raza,Iftikhar Ali,NA
1080631,2016/17,Dubai,04-03-17,United Arab Emirates,Ireland,United Arab Emirates,Bat,Normal,No,Ireland,0,8,WTS Porterfield,ICC Global Cricket Academy,Ahsan Raza,Akbar Ali,NA
1083446,2016/17,NA,25-03-17,Sri Lanka,Bangladesh,Sri Lanka,Field,Normal,No,Bangladesh,90,0,Tamim Iqbal,Rangiri Dambulla International Stadium,MA Gough,REJ Martinesz,S Ravi
1083447,2016/17,NA,28-03-17,Sri Lanka,Bangladesh,Sri Lanka,Bat,Normal,No,NA,0,0,NA,Rangiri Dambulla International Stadium,RSA Palliyaguruge,S Ravi,MA Gough
1083448,2016/17,Colombo,01-04-17,Sri Lanka,Bangladesh,Bangladesh,Field,Normal,No,Sri Lanka,70,0,NLTC Perera,Sinhalese Sports Club Ground,MA Gough,RSA Palliyaguruge,S Ravi
1089183,2017,Abu Dhabi,04-04-17,United Arab Emirates,Papua New Guinea,United Arab Emirates,Bat,Normal,No,United Arab Emirates,103,0,NA,Sheikh Zayed Stadium,Akbar Ali,Shozab Raza,NA
1089419,2017,Edinburgh,15-06-17,Scotland,Zimbabwe,Scotland,Bat,D/L,Yes,Scotland,26,0,NA,Grange Cricket Club Ground,RSA Palliyaguruge,IN Ramage,NA
1089420,2017,Edinburgh,17-06-17,Scotland,Zimbabwe,Scotland,Bat,Normal,No,Zimbabwe,0,6,NA,Grange Cricket Club Ground,RSA Palliyaguruge,IN Ramage,NA
1089779,2017,St Lucia,09-06-17,West Indies,Afghanistan,Afghanistan,Bat,Normal,No,Afghanistan,63,0,Rashid Khan,Darren Sammy National Cricket Stadium,C Shamshuddin,JS Wilson,LS Reifer
1089780,2017,St Lucia,11-06-17,West Indies,Afghanistan,Afghanistan,Bat,Normal,No,West Indies,0,4,SD Hope,Darren Sammy National Cricket Stadium,N Duguid,C Shamshuddin,JS Wilson
1098206,2017,Trinidad,23-06-17,West Indies,India,West Indies,Field,Normal,No,NA,0,0,NA,Queen's Park Oval,HDPK Dharmasena,JS Wilson,CB Gaffaney
1098207,2017,Trinidad,25-06-17,West Indies,India,West Indies,Field,Normal,No,India,105,0,AM Rahane,Queen's Park Oval,N Duguid,CB Gaffaney,HDPK Dharmasena
1098208,2017,Antigua,30-06-17,West Indies,India,West Indies,Field,Normal,No,India,93,0,MS Dhoni,Sir Vivian Richards Stadium,HDPK Dharmasena,N Duguid,CB Gaffaney
1098209,2017,Antigua,02-07-17,West Indies,India,West Indies,Bat,Normal,No,West Indies,11,0,JO Holder,Sir Vivian Richards Stadium,CB Gaffaney,JS Wilson,HDPK Dharmasena
1098210,2017,Jamaica,06-07-17,West Indies,India,West Indies,Bat,Normal,No,India,0,8,V Kohli,Sabina Park,HDPK Dharmasena,LS Reifer,CB Gaffaney
1104478,2017,NA,30-06-17,Sri Lanka,Zimbabwe,Sri Lanka,Bat,Normal,No,Zimbabwe,0,6,SF Mire,Galle International Stadium,IJ Gould,RSA Palliyaguruge,NJ Llong
1104479,2017,NA,02-07-17,Sri Lanka,Zimbabwe,Sri Lanka,Field,Normal,No,Sri Lanka,0,7,PADLR Sandakan,Galle International Stadium,NJ Llong,RSA Palliyaguruge,IJ Gould
1104480,2017,Hambantota,06-07-17,Sri Lanka,Zimbabwe,Sri Lanka,Field,Normal,No,Sri Lanka,0,8,MD Gunathilaka,Mahinda Rajapaksa International Cricket Stadium,IJ Gould,REJ Martinesz,NJ Llong
1104481,2017,Hambantota,08-07-17,Sri Lanka,Zimbabwe,Sri Lanka,Bat,D/L,Yes,Zimbabwe,0,4,CR Ervine,Mahinda Rajapaksa International Cricket Stadium,NJ Llong,REJ Martinesz,IJ Gould
1104482,2017,Hambantota,10-07-17,Sri Lanka,Zimbabwe,Zimbabwe,Field,Normal,No,Zimbabwe,0,3,Sikandar Raza,Mahinda Rajapaksa International Cricket Stadium,IJ Gould,RR Wimalasiri,NJ Llong
1109605,2017,NA,20-08-17,Sri Lanka,India,India,Field,Normal,No,India,0,9,S Dhawan,Rangiri Dambulla International Stadium,JS Wilson,RSA Palliyaguruge,PR Reiffel
1109606,2017,NA,24-08-17,Sri Lanka,India,India,Field,D/L,Yes,India,0,3,A Dananjaya,Pallekele International Cricket Stadium,REJ Martinesz,PR Reiffel,JS Wilson
1109607,2017,NA,27-08-17,Sri Lanka,India,Sri Lanka,Bat,Normal,No,India,0,6,JJ Bumrah,Pallekele International Cricket Stadium,JS Wilson,RSA Palliyaguruge,PR Reiffel
1109608,2017,Colombo,31-08-17,India,Sri Lanka,India,Bat,Normal,No,India,168,0,V Kohli,R.Premadasa Stadium,RR Wimalasiri,PR Reiffel,JS Wilson
1109609,2017,Colombo,03-09-17,Sri Lanka,India,Sri Lanka,Bat,Normal,No,India,0,6,B Kumar,R.Premadasa Stadium,REJ Martinesz,JS Wilson,PR Reiffel
1115775,2017/18,Hamilton,25-02-18,England,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,3,LRPL Taylor,Seddon Park,SB Haig,RSA Palliyaguruge,RJ Tucker
1115776,2017/18,Mount Maunganui,28-02-18,New Zealand,England,England,Field,Normal,No,England,0,6,BA Stokes,Bay Oval,RJ Tucker,WR Knights,RSA Palliyaguruge
1115777,2017/18,Wellington,03-03-18,England,New Zealand,New Zealand,Field,Normal,No,England,4,0,MM Ali,Westpac Stadium,WR Knights,RSA Palliyaguruge,RJ Tucker
1115778,2017/18,Dunedin,07-03-18,England,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,5,LRPL Taylor,University Oval,RJ Tucker,SB Haig,RSA Palliyaguruge
1115779,2017/18,Christchurch,10-03-18,New Zealand,England,England,Field,Normal,No,England,0,7,JM Bairstow,Hagley Oval,WR Knights,RSA Palliyaguruge,RJ Tucker
1115795,2017/18,Whangarei,20-12-17,West Indies,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,5,DAJ Bracewell,Cobham Oval (New),CM Brown,C Shamshuddin,BNJ Oxenford
1115796,2017/18,Christchurch,23-12-17,New Zealand,West Indies,West Indies,Field,Normal,No,New Zealand,204,0,TA Boult,Hagley Oval,BNJ Oxenford,WR Knights,C Shamshuddin
1115797,2017/18,Christchurch,26-12-17,New Zealand,West Indies,New Zealand,Bat,D/L,Yes,New Zealand,66,0,LRPL Taylor,Hagley Oval,CM Brown,C Shamshuddin,BNJ Oxenford
1115802,2017/18,Wellington,06-01-18,New Zealand,Pakistan,Pakistan,Field,D/L,Yes,New Zealand,61,0,KS Williamson,Basin Reserve,WR Knights,RSA Palliyaguruge,RK Illingworth
1115803,2017/18,Nelson,09-01-18,Pakistan,New Zealand,Pakistan,Bat,D/L,Yes,New Zealand,0,8,MJ Guptill,Saxton Oval,CM Brown,RK Illingworth,RSA Palliyaguruge
1115804,2017/18,Dunedin,13-01-18,New Zealand,Pakistan,New Zealand,Bat,Normal,No,New Zealand,183,0,TA Boult,University Oval,WR Knights,RSA Palliyaguruge,RK Illingworth
1115805,2017/18,Hamilton,16-01-18,Pakistan,New Zealand,Pakistan,Bat,Normal,No,New Zealand,0,5,C de Grandhomme,Seddon Park,RK Illingworth,WR Knights,RSA Palliyaguruge
1115806,2017/18,Wellington,19-01-18,New Zealand,Pakistan,New Zealand,Bat,Normal,No,New Zealand,15,0,MJ Guptill,Basin Reserve,CM Brown,RSA Palliyaguruge,RK Illingworth
1119496,2017/18,Chennai,17-09-17,India,Australia,India,Bat,D/L,Yes,India,26,0,HH Pandya,MA Chidambaram Stadium,M Erasmus,AK Chaudhary,RK Illingworth
1119497,2017/18,Kolkata,21-09-17,India,Australia,India,Bat,Normal,No,India,50,0,V Kohli,Eden Gardens,RK Illingworth,AK Chaudhary,M Erasmus
1119498,2017/18,Indore,24-09-17,Australia,India,Australia,Bat,Normal,No,India,0,5,HH Pandya,Holkar Cricket Stadium,C Shamshuddin,M Erasmus,RK Illingworth
1119499,2017/18,Bengaluru,28-09-17,Australia,India,Australia,Bat,Normal,No,Australia,21,0,DA Warner,M.Chinnaswamy Stadium,C Shamshuddin,RK Illingworth,M Erasmus
1119500,2017/18,Nagpur,01-10-17,Australia,India,Australia,Bat,Normal,No,India,0,7,RG Sharma,Vidarbha Cricket Association Stadium,M Erasmus,CK Nandan,RK Illingworth
